"";"chlopi-czesc-czwarta-lato";"chlopi-czesc-czwarta-zima";"chlopi-czesc-pierwsza-jesien";"chlopi-czesc-trzecia-wiosna";"George R.R. Martin 01 - Gra o tron";"George R.R. Martin 03 - Nawalnica mieczy 01 - Stal i snieg";"George R.R. Martin 04 - Nawalnica mieczy 02 - Krew i zloto";"George R.R. Martin 05 - Uczta dla wron 01 - Cienie smierci";"Hobbit";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wiedzmin-01";"Wiedzmin-02";"Wiedzmin-03";"Wiedzmin-04";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"kawaleria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"kawka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0412735288734127;0;0;0;0;0
"kawość";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"kazać";0;0;0,00108754758020663;0;0;0,005175983436853;0,00173686495874946;0,00286944045911047;0;0;0;0;0;0;0;0;0;0,0011154489682097;0;0
"każac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"każden";0;0;0;0,00674598557994906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kazdy";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"każdy";0,00071271602837875;0;0,00168974545064239;0,00226348524309256;0,000605739158622096;0,000643362708847071;0,000809581037880508;0;0;0;0;0;0,000318548629803316;0;0,00084786954535644;0,00163765053161073;0,0012059929691066;0,0013864771371919;0,000640709666748732;0,00170348572886141
"kazdym";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kazimierz";0;0;0;0;0;0;0;0;0;0,00157886316296928;0,00497542899883279;0;0;0;0;0;0;0;0;0
"kazimierza";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"kędy";0;0;0;0,00449732371996604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kędzierzawy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00294810920524377;0;0;0;0;0
"kehla";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"kempeitai";0;0;0;0;0;0;0;0;0;0;0,00647318236877788;0;0;0;0;0;0;0;0;0
"kep";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"kęt";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"kettleblack";0;0;0;0;0;0;0,0014424351258738;0,00794339573143798;0;0;0;0;0;0;0;0;0;0;0;0
"kettleblacka";0;0;0;0;0;0;0;0,00413383844561202;0;0;0;0;0;0;0;0;0;0;0;0
"kettleblackiem";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"kettleblacków";0;0;0;0;0;0;0;0,00413383844561202;0;0;0;0;0;0;0;0;0;0;0;0
"kevan";0;0;0;0;0;0;0,0028848702517476;0,0015886791462876;0;0;0;0;0;0;0;0;0;0;0;0
"kevana";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"khazad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00987192346936355
"kibic";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"kicker";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"kieby";0,00627744402331699;0,00314774651427971;0;0,00996813691943988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kiecka";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kiedykolwiek";0;0;0;0;0;0,00223702282344066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kiedyś";0;0;0;0;0,00169294892218928;0,000899050514578782;0,00226265600629554;0,00166137311732779;0;0;0;0;0;0;0,00236966656775744;0,0011442461094639;0;0;0;0
"kiedyż";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00197438469387271
"kiej";0,0213020926136455;0,010681670361759;0,0126260364050428;0,0205373452721567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kiejby";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kieł";0;0,00573075577036348;0;0;0;0;0,0028848702517476;0;0;0;0;0;0;0;0;0;0;0;0;0
"kielbasa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"kiełbasić";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00294810920524377;0;0;0;0;0
"kiele";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kielich";0;0;0;0;0;0;0,0086546107552428;0,00476603743886279;0;0;0;0;0;0;0;0;0;0;0;0
"kiem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"kierować";0;0;0;0;0;0;0;0;0,00109318648535187;0,00110357799186662;0,00115922520962924;0;0;0;0;0;0;0;0,0011968701520038;0
"kierownik";0;0;0;0;0;0;0;0;0;0;0,00331695266588853;0;0,00170267970009603;0;0;0;0;0;0;0
"kierując";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"kierunek";0;0;0;0;0;0,000899050514578782;0;0,000830686558663896;0;0,000825553989622722;0;0;0,000890295025200516;0;0;0;0,00337056712968863;0;0;0,000793497302040295
"kieszeń";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0111389899352767;0
"kijaszek";0;0;0,00470030244142182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kije";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00241044511705932;0;0
"kijem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00482089023411864;0;0
"kikut";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"kil";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"kili";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"kilka";0;0;0;0,000267727977538896;0;0,000266342221961573;0,000223436028150134;0,000246089513548426;0,000242266088902899;0,000244568998493231;0,000256901234563035;0,00105661842470176;0;0;0,00035100489278974;0,000338981009769274;0,000332841638311616;0,000573980114701348;0,000265243903520494;0,000470144516061908
"kilkadziesiąt";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilkakrotny";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"kilkanaście";0;0;0;0;0,00161887334058838;0;0;0;0;0;0;0,00170530189675943;0;0;0;0;0;0;0;0
"kilkanaścioro";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilkaset";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"kilkunastodniowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"kilkunastu";0;0;0;0;0;0;0;0;0;0;0;0,00170530189675943;0;0;0;0;0;0;0;0,00151755509131446
"kim";0,00133138078835285;0;0;0;0;0,00120182613607006;0;0,00111043906976918;0;0;0;0;0;0;0;0;0;0,00129499614884962;0;0
"kimś";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"kipiątkiem";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kipieć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00394876938774542
"kireńska";0;0;0;0;0;0;0;0;0;0;0,00431545491251858;0;0;0;0;0;0;0;0;0
"kisić";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kiwając";0,00190477528376569;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00226598096513463;0;0;0;0;0
"kiwnąć";0;0;0;0;0;0;0;0;0,00156399627819556;0;0;0;0;0;0,00453196193026925;0;0;0;0;0
"kiwnal";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kłąb";0,00190477528376569;0;0;0,00518511149045894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kląć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00218835842877955;0;0;0,00171233406952957;0
"klacz";0;0;0;0;0;0;0;0,00130892663518231;0;0;0;0;0;0;0,00373392304797572;0;0,00531105872089173;0;0;0
"kładzonym";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"kłaki";0;0,00191025192345449;0,00180637743060759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłam";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"klami";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"klangor";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłaść";0;0;0,00148829015452213;0,00142401955991998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00141080700730217;0
"klasę";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"klasie";0;0;0;0;0;0;0;0;0;0,00157886316296928;0;0;0,00170267970009603;0;0;0;0;0;0;0
"klasnal";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"klasy";0;0;0;0;0;0;0;0;0;0;0;0;0,00443047472566618;0;0;0;0;0;0;0
"klasyczny";0;0;0;0;0;0;0;0;0;0,00157886316296928;0;0,00170530189675943;0;0;0;0;0;0;0;0
"klasyfikacja";0;0;0;0;0;0;0;0;0;0;0;0;0,00443047472566618;0;0;0;0;0;0;0
"klasyka";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"klasztor";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"kłębowie";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłębowy";0;0;0;0,00449732371996604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klechda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"klęczeć";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klejnot";0;0;0;0;0,000974658869395711;0;0,00173686495874946;0,000956480153036825;0,000941619585687382;0;0;0;0;0;0;0;0;0;0,00103092783505155;0
"klekotać";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kleli";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"klemens";0;0;0;0;0;0;0;0;0;0;0,00431545491251858;0;0;0;0;0;0;0;0;0
"klepiąc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00197438469387271
"klepnal";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kleryk";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"klęska";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00185272063295447;0;0,00151755509131446
"klinga";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"klinge";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kloda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"kłoda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00197438469387271
"klon";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłonić";0,00247816977917853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłopot";0;0;0;0;0;0;0;0,0015886791462876;0;0;0,00165847633294426;0;0;0;0;0;0;0;0;0
"kłopotać";0,00190477528376569;0;0;0,00172837049681965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłopotliwy";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"klopotow";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"kłos";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłótnia";0,00156936100582925;0,00157387325713985;0;0;0,0013338038957925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klub";0;0;0;0;0;0;0;0;0;0;0;0;0,00443047472566618;0;0;0;0;0;0;0
"klubami";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"klubem";0;0;0;0;0;0;0;0;0;0;0;0;0,00664571208849928;0;0;0;0;0;0;0
"klubie";0;0;0;0;0;0;0;0;0;0;0;0;0,00664571208849928;0;0;0;0;0;0;0
"klubowy";0;0;0;0;0;0;0;0;0;0;0;0;0,0110761868141655;0;0;0;0;0;0;0
"klubu";0;0;0;0;0;0;0;0;0;0;0;0;0,0177218989026647;0;0;0;0;0;0;0
"klucz";0;0,00157387325713985;0;0,00142401955991998;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00152647272401908;0;0
"kłuło";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kłusownik";0;0;0;0;0,00161887334058838;0;0;0,0015886791462876;0;0;0;0;0;0;0;0;0;0;0;0
"kłyźnienia";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"knieja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"knuć";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"koadiutor";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"kobieta";0,00126771604501068;0,000847574001341238;0,0020037128715775;0,000383436833593239;0,000718290052793573;0,00228871302536089;0,00128000971631126;0,00140978592858193;0;0,00035026881852006;0;0,000756638187028959;0;0,000946648162063206;0;0;0,00286015107697105;0;0;0
"kobuz";0;0;0;0;0;0,00223702282344066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kobyli";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kobylke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"kochać";0;0;0;0;0;0,0020703933747412;0,00347372991749891;0,00191296030607365;0;0;0;0;0;0;0;0,00263504611330698;0;0,0011154489682097;0;0
"kochana";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kochane";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kochanek";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"kochanie";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kochanka";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"kochanowskiego";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"kochany";0,00156936100582925;0;0,00297658030904427;0,00284803911983996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kochaś";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0176886552314626;0;0;0;0;0
"kocie";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kogo";0,00114678899082569;0,00230017251293847;0,00108754758020663;0,00104058272632674;0;0;0;0;0;0;0;0;0;0;0;0,00131752305665349;0;0;0;0
"kogos";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00832741444101611;0;0;0;0;0;0
"kogoś";0;0;0;0;0;0;0,00237686981690509;0,00130892663518231;0;0;0;0;0;0;0;0,00180300763779065;0;0;0;0
"kogut";0;0,00191025192345449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00214872451157009;0;0;0
"kojarzyć";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"kokota";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kola";0,00190477528376569;0;0,00180637743060759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolacja";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"kolacza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"kolano";0;0;0,00143765970080192;0,000687787770492905;0,000644214471192672;0,000684227792384763;0;0,000632198993250771;0;0;0;0;0;0,000849022540068955;0,000901724484916345;0,000870835372126062;0;0;0;0
"kołczan";0;0;0;0;0;0;0,0014424351258738;0;0;0;0;0;0;0;0;0;0;0;0;0,00303511018262893
"kolczana";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kolczasty";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolczej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00294810920524377;0;0;0;0;0
"kolczuga";0;0;0;0;0,00666901947896249;0;0;0;0;0;0;0;0;0;0,00186696152398786;0;0;0,00152647272401908;0;0
"kołdra";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolebka";0;0,00191025192345449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00171233406952957;0
"kolega";0;0;0;0;0;0;0;0;0;0;0,00165847633294426;0;0,00170267970009603;0;0;0;0;0;0;0
"kolegiata";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"kolegium";0;0;0;0;0;0;0;0;0;0,00410829666814388;0;0;0;0;0;0;0;0;0;0
"kolej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"kolejka";0;0;0;0;0;0;0;0;0;0;0;0;0,0110761868141655;0;0;0;0;0;0;0
"kolejno";0;0;0;0;0;0;0;0;0,0012885902044097;0;0;0;0,00140285268793757;0;0,00186696152398786;0;0;0;0;0
"kolejność";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"kolejny";0;0;0;0;0,00112281003259751;0;0,000500218451343921;0,00220373619023443;0,000542374337780155;0,000547529987378826;0,000575138838464828;0,00059137735803134;0,00118093602608411;0,000739886379861946;0;0;0;0;0;0
"kołek";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kołem";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koligacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kolisty";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kółko";0;0;0,00148829015452213;0;0;0;0;0;0;0,00260167832145077;0,00136643314736206;0;0;0;0;0;0;0;0;0
"kolków";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"köln";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"koło";0;0,00115008625646924;0;0;0;0;0,000868432479374729;0;0;0,00380228136882129;0,000998502246630055;0;0;0;0,00136425648021828;0;0;0;0;0
"kolonista";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"kolonizacja";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"kolor";0;0;0;0;0,00194931773879142;0,0010351966873706;0,00173686495874946;0,000956480153036825;0;0;0;0;0;0;0;0,00131752305665349;0;0;0;0
"kolorowe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00294810920524377;0;0;0;0;0
"kołować";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolowata";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kolportaż";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"kołtun";0,00156936100582925;0,00157387325713985;0,00148829015452213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolumna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0111822201678845;0;0;0
"kołyska";0;0,00191025192345449;0;0;0;0;0;0,0015886791462876;0;0;0;0;0;0;0;0;0;0;0;0
"komand";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"komando";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00656507528633866;0,00429744902314018;0;0;0
"komandorski";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"komediant";0;0;0;0;0;0,00343884895951073;0,0014424351258738;0;0;0;0;0;0;0;0;0;0;0;0;0
"komenda";0;0;0;0;0;0;0;0;0;0,00157886316296928;0,00165847633294426;0;0;0;0;0;0;0;0;0
"komendant";0;0;0;0;0;0;0;0;0;0;0,00497542899883279;0;0;0;0;0;0,00214872451157009;0;0;0
"komentarz";0;0;0;0;0;0;0;0;0;0;0,00165847633294426;0;0;0;0;0;0;0;0,00171233406952957;0
"komin";0,00114678899082569;0,00575043128234618;0;0;0;0;0;0;0;0,000950570342205323;0;0;0;0;0;0;0;0,0011154489682097;0;0,000913659205116492
"kominek";0;0;0;0;0;0;0;0;0;0,00157886316296928;0;0;0;0;0;0;0;0;0,00171233406952957;0
"komisarz";0;0;0;0;0;0;0;0;0;0;0,00165847633294426;0,00341060379351885;0;0;0;0;0;0;0;0
"komisja";0;0;0;0;0;0;0;0;0;0;0,00647318236877788;0;0;0;0;0;0;0;0;0
"komitet";0;0;0;0;0;0;0;0;0;0;0,00497542899883279;0;0,00170267970009603;0;0;0;0;0;0;0
"komnata";0;0;0;0;0;0;0;0,00317735829257519;0;0;0;0;0;0;0;0;0;0;0;0,00151755509131446
"komora";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"komornica";0,00247816977917853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komornictwo";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"komornik";0;0;0,00470030244142182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komorny";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komorze";0,00247816977917853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kompania";0;0;0;0;0;0;0;0,00249205967599169;0,00081778041156601;0;0;0;0;0,0011155848388993;0,00118483328387872;0;0;0,00193749647982845;0,000895343089776395;0
"komplet";0;0;0;0;0;0;0,0028848702517476;0;0;0;0;0;0;0,00213354405580434;0;0;0;0;0;0
"kompozycja";0;0;0;0;0;0;0;0;0;0;0;0,00170530189675943;0;0;0;0,00218835842877955;0;0;0;0
"kompozyt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"kompozytowo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"komu";0,00114678899082569;0;0,00108754758020663;0,00104058272632674;0;0;0;0;0;0;0;0;0;0;0,00136425648021828;0;0,00258732212160414;0;0;0
"komunia";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"komunikowac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"komunizm";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"komuś";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"kon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00838666512591338;0;0;0
"koń";0,00132110446495992;0;0,00250571635333344;0;0,0039298351140913;0,00238509957235;0;0,000550934047558608;0;0;0;0;0;0,00147977275972389;0,00628651074185566;0;0,00521605540369686;0;0;0,00105253823064874
"konaru";0;0;0;0;0,00210620277528624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koncem";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"koncepcja";0;0;0;0;0;0;0;0;0;0,00260167832145077;0,00136643314736206;0,00140501313868902;0;0;0;0;0;0;0;0
"końcówka";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"koncu";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"kończyć";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"kończyna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"konferencję";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"konferencji";0;0;0;0;0;0;0;0;0;0,00130083916072538;0,00546573258944824;0;0,00140285268793757;0;0;0;0;0;0;0
"konflikt";0;0;0;0;0;0;0;0;0;0;0;0,00170530189675943;0;0;0,00679794289540388;0;0;0;0;0
"kongregacja";0;0;0;0;0;0;0;0;0;0,00410829666814388;0;0;0;0;0;0;0;0;0;0
"kongres";0;0;0;0;0;0;0;0;0;0;0,00431545491251858;0;0;0;0;0;0;0;0;0
"kongresowy";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"koniach";0;0;0;0;0,00421240555057248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koniczyna";0,00247816977917853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koniec";8,71577370671159e-05;0,000262225003067941;0,000330621192920174;7,90858966935744e-05;7,40755816009016e-05;7,86765494021998e-05;0,00019800663496967;7,26939710401961e-05;0,000143129089872928;0,000216734448828493;7,58877151498003e-05;0,000624242683552567;0,000155820700609995;0;0,000311056807868452;0,000500668950741272;0;0,000254327540621947;0,000391760550116108;6,94395127661261e-05
"konieczność";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"konieczny";0;0;0;0;0;0;0,000868432479374729;0,000956480153036825;0;0;0;0;0;0,00128452151573539;0,00136425648021828;0;0;0,0011154489682097;0;0
"konietzki";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"königa";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"konik";0,00190477528376569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00214872451157009;0;0;0
"koniuch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00214872451157009;0;0;0,00151755509131446
